date,home_team,away_team,team,scorer,minute,own_goal,penalty
2021-06-07,Australia,Taiwan,Taiwan,Gao Wei-jie,62.0,False,False
1974-10-30,Republic of Ireland,Russia,Republic of Ireland,Don Givens,22.0,False,False
2008-09-10,Bosnia and Herzegovina,Estonia,Bosnia and Herzegovina,Edin Džeko,72.0,False,False
2001-08-16,Colombia,Peru,Peru,Nolberto Solano,47.0,False,False
2009-10-14,Bulgaria,Georgia,Bulgaria,Dimitar Berbatov,6.0,False,False
1995-09-03,Croatia,Estonia,Estonia,Martin Reim,17.0,False,False
2017-10-10,Brazil,Chile,Brazil,Paulinho,55.0,False,False
2009-10-14,Paraguay,Colombia,Colombia,Adrián Ramos,61.0,False,False
1997-11-15,Belgium,Republic of Ireland,Belgium,Luís Oliveira,25.0,False,False
2001-10-07,Bosnia and Herzegovina,Liechtenstein,Bosnia and Herzegovina,Elvir Baljić,45.0,False,True
2012-09-11,Italy,Malta,Italy,Federico Peluso,90.0,False,False
2009-03-28,Colombia,Bolivia,Colombia,Wason Rentería,88.0,False,False
1937-06-16,Sweden,Finland,Sweden,Kurt Svanström,68.0,False,False
1962-06-10,Germany,Yugoslavia,Yugoslavia,Petar Radaković,85.0,False,False
2005-09-03,Trinidad and Tobago,Guatemala,Trinidad and Tobago,Stern John,85.0,False,False
2015-09-07,Finland,Faroe Islands,Finland,Joel Pohjanpalo,23.0,False,False
2021-11-15,Niger,Djibouti,Niger,Victorien Adebayor,75.0,False,False
1967-01-28,Bolivia,Venezuela,Venezuela,Antonio Ravelo,84.0,False,False
1978-10-04,Sweden,Czechoslovakia,Czechoslovakia,Marián Masný,17.0,False,False
1955-03-20,Chile,Paraguay,Chile,René Meléndez,10.0,False,False
2014-06-18,Spain,Chile,Chile,Charles Aránguiz,43.0,False,False
1993-05-24,Yemen,Pakistan,Yemen,Omar Mubarak,53.0,False,False
1938-03-25,Hungary,Greece,Hungary,Pál Titkos,75.0,False,False
1996-06-02,Peru,Colombia,Peru,Juan Reynoso Guzmán,47.0,False,False
1979-10-17,Northern Ireland,England,England,Trevor Francis,18.0,False,False
2000-04-22,Saint Kitts and Nevis,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Kendall Velox,58.0,False,False
2001-10-06,Romania,Georgia,Romania,Gheorghe Popescu,88.0,False,False
2004-09-08,Maldives,Lebanon,Lebanon,Ali Nasseredine,58.0,False,False
1977-05-15,Cyprus,Poland,Poland,Stanisław Terlecki,40.0,False,False
1983-10-12,Republic of Ireland,Netherlands,Netherlands,Marco van Basten,66.0,False,False
1957-02-16,Egypt,Ethiopia,Egypt,Ad-Diba,2.0,False,False
2001-03-10,Senegal,Namibia,Senegal,El Hadji Diouf,24.0,False,False
2000-06-17,Madagascar,DR Congo,Madagascar,Etienne Rado Rasoanaivo,53.0,False,False
1953-08-05,Finland,Sweden,Sweden,Nils-Åke Sandell,9.0,False,False
1988-12-02,Qatar,Iran,Iran,Farshad Pious,89.0,False,False
2007-06-24,United States,Mexico,Mexico,Andrés Guardado,44.0,False,False
1983-04-27,Spain,Republic of Ireland,Spain,Santillana,51.0,False,False
2021-10-13,United States,Costa Rica,Costa Rica,Keysher Fuller,1.0,False,False
2008-10-11,Tunisia,Seychelles,Tunisia,Fahid Ben Khalfallah,43.0,False,False
2021-10-07,Peru,Chile,Peru,Sergio Peña,64.0,False,False
1959-12-12,Brazil,Uruguay,Uruguay,Guillermo Escalada,49.0,False,False
2013-10-11,Colombia,Chile,Colombia,Radamel Falcao,83.0,False,True
2005-07-16,United States,Jamaica,United States,DaMarcus Beasley,83.0,False,False
2021-07-03,Ukraine,England,England,Jordan Henderson,63.0,False,False
1983-03-27,Luxembourg,Hungary,Hungary,József Póczik,30.0,False,False
2017-10-07,Andorra,Portugal,Portugal,Cristiano Ronaldo,63.0,False,False
2001-06-06,Portugal,Cyprus,Portugal,João Vieira Pinto,76.0,False,False
2019-11-18,Greece,Finland,Greece,Petros Mantalos,47.0,False,False
1934-03-25,Bulgaria,Hungary,Bulgaria,Dimitar Baikushev,27.0,False,False
2000-10-11,Italy,Georgia,Italy,Alessandro Del Piero,47.0,False,True
1980-05-31,Sierra Leone,Algeria,Algeria,Tedj Bensaoula,72.0,False,False
1999-03-27,Czech Republic,Lithuania,Czech Republic,Michal Horňák,10.0,False,False
2001-10-06,Moldova,Turkey,Turkey,Emre Aşık,8.0,False,False
2000-09-02,Finland,Albania,Finland,Aki Riihilahti,68.0,False,False
2021-09-01,Portugal,Republic of Ireland,Portugal,Cristiano Ronaldo,89.0,False,False
2013-09-06,Germany,Austria,Germany,Miroslav Klose,33.0,False,False
1967-09-06,Finland,Russia,Russia,Yozhef Sabo,56.0,False,True
2019-09-06,Austria,Latvia,Austria,Konrad Laimer,80.0,False,False
1997-11-16,Uruguay,Ecuador,Uruguay,Sebastián Abreu,48.0,False,False
2004-09-08,India,Japan,Japan,Shinji Ono,60.0,False,False
1967-12-23,France,Luxembourg,France,Charly Loubet,47.0,False,False
2017-10-08,Germany,Azerbaijan,Azerbaijan,Ramil Sheydayev,34.0,False,False
1998-10-10,Russia,France,Russia,Igor Yanovsky,45.0,False,False
1967-09-24,Austria,Finland,Finland,Juhani Peltonen,57.0,False,False
2007-10-13,Faroe Islands,France,France,Hatem Ben Arfa,90.0,False,False
2017-10-10,Uruguay,Bolivia,Uruguay,Luis Suárez,60.0,False,False
2011-06-04,Portugal,Norway,Portugal,Hélder Postiga,53.0,False,False
2004-02-18,Palestine,Taiwan,Palestine,Ahmed Keshkesh,82.0,False,False
2002-02-03,Mali,South Africa,Mali,Dramane Coulibaly,90.0,False,False
2006-09-02,Poland,Finland,Finland,Jari Litmanen,76.0,False,True
1974-06-26,Netherlands,Argentina,Netherlands,Ruud Krol,25.0,False,False
1973-02-25,Ivory Coast,Tunisia,Ivory Coast,Bernard N'Guessan,44.0,False,False
2019-03-24,Israel,Austria,Israel,Eran Zahavi,45.0,False,False
2000-04-09,Gambia,Morocco,Morocco,Bouchaib El Moubarki,63.0,False,False
2021-06-08,El Salvador,Antigua and Barbuda,El Salvador,Eriq Zavaleta,40.0,False,False
1989-08-20,Brazil,Venezuela,Brazil,Careca,10.0,False,False
2015-10-08,Venezuela,Paraguay,Paraguay,Derlis González,85.0,False,False
2009-10-10,Portugal,Hungary,Portugal,Liédson,74.0,False,False
2021-07-13,Honduras,Grenada,Honduras,Johnny Leverón,86.0,False,False
2021-09-02,Ecuador,Paraguay,Ecuador,Michael Estrada,90.0,False,False
1995-03-29,Czech Republic,Belarus,Czech Republic,Pavel Kuka,68.0,False,False
2019-01-25,United Arab Emirates,Australia,United Arab Emirates,Ali Mabkhout,68.0,False,False
2019-10-10,Iran,Cambodia,Iran,Karim Ansarifard,88.0,False,False
1979-05-13,Cyprus,Romania,Cyprus,Sotiris Kaiafas,31.0,False,False
1999-06-06,Israel,Austria,Israel,Alon Mizrahi,53.0,False,False
2011-07-28,Indonesia,Turkmenistan,Indonesia,Muhammad Ridwan,76.0,False,False
2000-06-12,Portugal,England,Portugal,Luís Figo,22.0,False,False
1996-10-09,San Marino,Belgium,Belgium,Luc Nilis,49.0,False,False
1999-03-31,France,Armenia,France,Sylvain Wiltord,3.0,False,False
1934-05-27,Belgium,Germany,Germany,Edmund Conen,70.0,False,False
2007-10-08,Yemen,Maldives,Yemen,Haitham Thabit,80.0,False,False
1992-10-31,Saudi Arabia,Qatar,Saudi Arabia,Khaled Massad,86.0,False,False
1984-12-23,Cyprus,Netherlands,Netherlands,Peter Houtman,84.0,False,False
2006-06-19,Saudi Arabia,Ukraine,Ukraine,Andriy Rusol,4.0,False,False
1988-09-21,Luxembourg,Switzerland,Switzerland,Beat Sutter,28.0,False,False
2014-10-11,Republic of Ireland,Gibraltar,Republic of Ireland,Robbie Keane,18.0,False,True
2003-09-06,Scotland,Faroe Islands,Scotland,Neil McCann,8.0,False,False
1991-02-27,Belgium,Luxembourg,Belgium,Jan Ceulemans,16.0,False,False
1998-02-13,Zambia,Egypt,Egypt,Hossam Hassan,57.0,False,False
2004-06-22,Denmark,Sweden,Denmark,Jon Dahl Tomasson,28.0,False,False
2015-06-14,Estonia,San Marino,Estonia,Sergei Zenjov,35.0,False,False
1956-09-08,Israel,South Korea,South Korea,Woo Sang-kwon,52.0,False,False
1963-03-31,Bolivia,Brazil,Bolivia,Máximo Alcócer,86.0,False,False
2021-10-10,Venezuela,Ecuador,Venezuela,Eduard Bello,64.0,False,False
1967-11-05,Sweden,Norway,Sweden,Inge Danielsson,40.0,False,False
2017-06-19,Australia,Germany,Germany,Julian Draxler,44.0,False,True
2021-11-12,Hungary,San Marino,Hungary,Dominik Szoboszlai,6.0,False,False
1968-12-01,Costa Rica,Jamaica,Costa Rica,Mario Vega,,False,False
2007-10-26,Afghanistan,Syria,Afghanistan,Obaidullah Karimi,16.0,False,False
2009-06-06,Slovakia,San Marino,Slovakia,Ján Kozák,42.0,False,False
2011-11-22,American Samoa,Tonga,Tonga,Unaloto Feao,88.0,False,False
1938-06-05,Brazil,Poland,Poland,Ernst Wilimowski,59.0,False,False
2004-11-17,Japan,Singapore,Japan,Keiji Tamada,13.0,False,False
2008-09-10,United Arab Emirates,Saudi Arabia,Saudi Arabia,Abdoh Otaif,69.0,False,False
1949-10-01,Northern Ireland,Scotland,Scotland,Henry Morris,70.0,False,False
2002-01-31,Egypt,Zambia,Zambia,Gift Kampamba,89.0,False,False
2021-06-05,Aruba,Canada,Canada,Zachary Brault-Guillard,49.0,False,False
1957-11-24,Poland,Russia,Russia,Eduard Streltsov,31.0,False,False
2003-06-22,France,New Zealand,France,Olivier Kapo,17.0,False,False
1996-12-16,South Korea,Iran,South Korea,Shin Tae-Yong,35.0,False,False
1975-08-13,Chile,Bolivia,Chile,Miguel Ángel Gamboa,71.0,False,False
2004-09-08,Luxembourg,Latvia,Luxembourg,Alphonse Leweck,55.0,False,False
1946-01-16,Chile,Uruguay,Uruguay,José María Medina,34.0,False,False
2008-09-10,United Arab Emirates,Saudi Arabia,Saudi Arabia,Ahmed Al-Fraidi,73.0,False,False
1963-10-13,Republic of Ireland,Austria,Austria,Walter Koleznik,38.0,False,False
2007-10-28,Turkmenistan,Cambodia,Turkmenistan,Artur Geworkýan,66.0,False,False
1993-08-08,Ecuador,Venezuela,Ecuador,Eduardo Hurtado,50.0,False,False
1989-10-28,Qatar,China PR,China PR,Ma Lin,76.0,False,False
2004-10-09,Croatia,Bulgaria,Croatia,Darijo Srna,31.0,False,True
1999-07-04,Uruguay,Ecuador,Ecuador,Iván Kaviedes,78.0,False,False
2021-11-12,Djibouti,Algeria,Algeria,Sofiane Feghouli,42.0,False,False
1963-03-10,Bolivia,Ecuador,Bolivia,Máximo Alcócer,55.0,False,False
2012-01-26,Sudan,Angola,Angola,Manucho,50.0,False,True
2004-07-30,Uzbekistan,Bahrain,Uzbekistan,Alexander Geynrikh,60.0,False,False
2013-09-06,Russia,Luxembourg,Russia,Aleksandr Kokorin,36.0,False,False
1998-10-14,Wales,Belarus,Belarus,Sergei Gurenko,20.0,False,False
1998-09-05,Slovakia,Azerbaijan,Slovakia,Ľubomír Moravčík,37.0,False,False
2005-08-17,Bahrain,North Korea,North Korea,Choe Chol-Man,28.0,False,False
2004-06-19,Dominica,Mexico,Mexico,Daniel Osorno,49.0,False,False
1996-11-10,Turkey,San Marino,Turkey,Hakan Şükür,56.0,False,False
2016-11-15,Argentina,Colombia,Argentina,Lucas Pratto,22.0,False,False
1949-10-01,Northern Ireland,Scotland,Scotland,William Waddell,5.0,False,False
1980-03-01,Australia,Tahiti,Australia,Paul Kay,29.0,False,False
2019-06-24,Haiti,Costa Rica,Haiti,Djimy Alexis,81.0,False,False
1986-06-02,Russia,Hungary,Russia,Igor Belanov,24.0,False,True
1970-06-06,Belgium,Russia,Russia,Kakhi Asatiani,57.0,False,False
1986-11-16,Malta,Sweden,Sweden,Glenn Hysén,38.0,False,False
1983-09-04,Peru,Bolivia,Peru,Germán Leguía,6.0,False,False
1995-03-29,Ukraine,Italy,Italy,Gianfranco Zola,38.0,False,False
2012-06-03,Uzbekistan,Iran,Iran,Mohammad Reza Khalatbari,90.0,False,False
2021-06-15,Palestine,Yemen,Palestine,Oday Dabbagh,43.0,False,False
1956-11-11,France,Belgium,France,Thadée Cisowski,15.0,False,False
2000-09-03,Brazil,Bolivia,Brazil,Marco Antonio Sandy,88.0,True,False
2015-03-28,Belgium,Cyprus,Belgium,Eden Hazard,67.0,False,False
2015-11-12,Bolivia,Venezuela,Venezuela,Mario Rondón,32.0,False,False
2015-01-25,Congo,Burkina Faso,Congo,Fabrice Ondama,87.0,False,False
1979-11-28,Paraguay,Chile,Paraguay,Milciades Morel,36.0,False,False
2022-11-26,Poland,Saudi Arabia,Poland,Robert Lewandowski,82.0,False,False
1968-10-27,Zambia,Sudan,Zambia,Dickson Makwaza,83.0,False,False
1997-04-30,Serbia,Spain,Spain,Fernando Hierro,19.0,False,True
2016-11-11,France,Sweden,France,Dimitri Payet,65.0,False,False
2001-04-24,Chile,Uruguay,Uruguay,Ítalo Díaz,12.0,True,False
1967-06-11,Russia,Austria,Austria,Erich Hof,38.0,False,False
2001-09-01,North Macedonia,Sweden,Sweden,Henrik Larsson,28.0,False,False
1997-03-01,Solomon Islands,Tonga,Solomon Islands,Noel Berry,41.0,False,False
2015-11-17,Timor-Leste,Saudi Arabia,Saudi Arabia,Taisir Al-Jassim,85.0,False,False
1976-05-22,Belgium,Netherlands,Netherlands,Johan Cruyff,77.0,False,False
1993-05-14,Saudi Arabia,Macau,Saudi Arabia,Mansour Al-Muainea,40.0,False,False
1957-11-24,Switzerland,Spain,Spain,Alfredo Di Stéfano,55.0,False,False
2007-06-02,Norway,Malta,Norway,John Arne Riise,90.0,False,False
2001-05-28,Sri Lanka,Lebanon,Lebanon,Haitham Zein,64.0,False,False
2021-11-14,Slovenia,Cyprus,Slovenia,Adam Gnezda Čerin,84.0,False,False
1997-10-11,Switzerland,Azerbaijan,Switzerland,Stéphane Chapuisat,51.0,False,False
2021-10-12,Kosovo,Georgia,Georgia,Zuriko Davitashvili,82.0,False,False
2004-02-18,Saudi Arabia,Indonesia,Saudi Arabia,Ibrahim Sowed,4.0,False,False
2021-03-27,Belarus,Estonia,Belarus,Vitaly Lisakovich,83.0,False,False
2011-11-15,Jordan,Iraq,Jordan,Hassan Abdel-Fattah,17.0,False,False
1985-10-26,New Zealand,Israel,New Zealand,Colin Walker,67.0,False,False
1997-01-12,Kenya,Nigeria,Kenya,Kennedy Simiyu,22.0,False,False
1963-09-29,Bulgaria,France,Bulgaria,Todor Diev,24.0,False,False
2009-09-09,England,Croatia,England,Wayne Rooney,77.0,False,False
1985-05-19,Greece,Poland,Poland,Włodzimierz Smolarek,25.0,False,False
2004-10-13,Hong Kong,Malaysia,Hong Kong,Chu Siu Kei,5.0,False,False
2005-09-07,Costa Rica,Trinidad and Tobago,Costa Rica,Álvaro Saborío,15.0,False,False
2016-10-06,Uruguay,Venezuela,Uruguay,Edinson Cavani,46.0,False,False
2014-09-08,Spain,North Macedonia,Spain,Sergio Busquets,45.0,False,False
1978-06-07,Austria,Sweden,Austria,Hans Krankl,42.0,False,True
2003-07-20,Mexico,Jamaica,Mexico,Omar Bravo,38.0,False,False
2009-06-20,Sudan,Ghana,Ghana,Matthew Amoah,52.0,False,False
1980-10-11,Cyprus,France,France,Michel Platini,14.0,False,False
2007-06-09,Guatemala,El Salvador,Guatemala,José Manuel Contreras,68.0,False,False
1997-03-29,Croatia,Denmark,Croatia,Davor Šuker,49.0,False,False
2004-09-05,Algeria,Gabon,Gabon,Catilina Aubameyang,56.0,False,False
1957-09-29,Romania,Yugoslavia,Yugoslavia,Muhamed Mujić,79.0,False,False
2021-06-20,Venezuela,Ecuador,Venezuela,Edson Castillo,51.0,False,False
1963-03-20,Wales,Hungary,Hungary,Lajos Tichy,77.0,False,True
2019-01-22,Qatar,Iraq,Qatar,Bassam Al-Rawi,62.0,False,False
1995-11-15,Moldova,Georgia,Moldova,Iurie Miterev,68.0,False,False
1973-02-04,Cameroon,DR Congo,DR Congo,Jean Kalala N'Tumba,2.0,False,False
2021-06-09,South Korea,Sri Lanka,South Korea,Kim Shin-wook,42.0,False,True
2012-10-12,Colombia,Paraguay,Colombia,Radamel Falcao,89.0,False,False
2016-11-13,Portugal,Latvia,Portugal,William Carvalho,70.0,False,False
1974-06-19,Bulgaria,Uruguay,Bulgaria,Hristo Bonev,75.0,False,False
1967-01-21,Uruguay,Venezuela,Uruguay,Jorge Oyarbide,62.0,False,False
2017-02-05,Egypt,Cameroon,Cameroon,Vincent Aboubakar,88.0,False,False
2001-06-06,San Marino,Belgium,San Marino,Andy Selva,11.0,False,False
2016-11-15,Thailand,Australia,Australia,Mile Jedinak,9.0,False,True
2019-06-11,Germany,Estonia,Germany,Serge Gnabry,62.0,False,False
1997-06-09,Iran,Kyrgyzstan,Iran,Khodadad Azizi,3.0,False,False
1979-06-09,Iceland,Switzerland,Switzerland,Heinz Hermann,61.0,False,False
2019-07-01,Tanzania,Algeria,Algeria,Adam Ounas,45.0,False,False
1916-07-12,Brazil,Uruguay,Uruguay,Jose Tognola,77.0,False,False
2001-06-06,Albania,Germany,Germany,Marko Rehmer,27.0,False,False
1989-04-29,Belgium,Czechoslovakia,Belgium,Marc Degryse,29.0,False,False
2008-06-02,Singapore,Uzbekistan,Uzbekistan,Server Djeparov,34.0,False,False
2019-09-10,Angola,Gambia,Angola,Fábio Abreu,68.0,False,False
1996-04-24,Ecuador,Peru,Ecuador,Máximo Tenorio,65.0,False,False
1965-11-21,Ivory Coast,Senegal,Ivory Coast,Konan Yoboué,35.0,False,False
1989-05-31,Russia,Iceland,Russia,Igor Dobrovolski,65.0,False,False
1989-01-22,Zambia,DR Congo,Zambia,Lucky Msiska,17.0,False,False
2019-07-01,South Africa,Morocco,Morocco,Mbark Boussoufa,90.0,False,False
2004-11-17,Iran,Laos,Iran,Ali Daei,8.0,False,False
1965-05-11,Costa Rica,Jamaica,Costa Rica,Leonel Hernández,73.0,False,False
1981-09-23,Germany,Finland,Finland,Hannu Turunen,41.0,False,False
2004-09-08,Luxembourg,Latvia,Luxembourg,Gordon Braun,11.0,False,False
2001-04-30,Oman,Laos,Oman,Nasser Zayid,62.0,False,True
2021-11-11,Azerbaijan,Luxembourg,Luxembourg,Gerson Rodrigues,90.0,False,False
2015-11-12,Thailand,Taiwan,Thailand,Teerasil Dangda,41.0,False,False
2016-09-05,Serbia,Republic of Ireland,Serbia,Dušan Tadić,69.0,False,True
1985-05-18,Japan,Singapore,Japan,Takashi Mizunuma,48.0,False,False
2016-10-08,Scotland,Lithuania,Scotland,James McArthur,89.0,False,False
1982-03-07,Algeria,Zambia,Algeria,Chaabane Merzekane,85.0,False,False
2011-09-06,Estonia,Northern Ireland,Estonia,Martin Vunk,28.0,False,False
2007-09-12,Andorra,Croatia,Croatia,Ivan Rakitić,64.0,False,False
1977-07-14,Brazil,Bolivia,Brazil,Gilberto Alves,54.0,False,False
2008-03-26,Uzbekistan,Saudi Arabia,Uzbekistan,Maksim Shatskikh,65.0,False,False
1996-11-15,Tonga,Samoa,Tonga,Tolutau Vane,29.0,False,False
2017-10-10,Honduras,Mexico,Mexico,Carlos Vela,37.0,False,False
1980-12-06,Nigeria,Tanzania,Tanzania,Mohammed Salim,85.0,False,False
2021-10-07,Mali,Kenya,Mali,Ibrahima Koné,22.0,False,False
2005-06-16,Brazil,Greece,Brazil,Adriano,41.0,False,False
1990-11-14,Denmark,Yugoslavia,Yugoslavia,Mehmed Baždarević,77.0,False,False
1985-04-30,Wales,Spain,Wales,Mark Hughes,53.0,False,False
2003-04-02,Slovenia,Cyprus,Slovenia,Zlatko Zahovič,38.0,False,True
2006-09-06,Azerbaijan,Kazakhstan,Azerbaijan,Andrezinho,16.0,False,False
1994-06-27,Germany,South Korea,Germany,Jürgen Klinsmann,37.0,False,False
1930-07-22,Argentina,Chile,Argentina,Mario Evaristo,51.0,False,False
2019-06-08,Greece,Italy,Italy,Leonardo Bonucci,33.0,False,False
2011-01-15,Iran,North Korea,Iran,Karim Ansarifard,63.0,False,False
2012-09-07,Cuba,Honduras,Honduras,Marvin Chávez,90.0,False,False
2004-07-22,Turkmenistan,Iraq,Iraq,Razzaq Farhan,80.0,False,False
1990-11-25,Malta,Finland,Finland,Erik Holmgren,87.0,False,False
2014-10-12,Austria,Montenegro,Austria,Rubin Okotie,24.0,False,False
2019-03-26,Italy,Liechtenstein,Italy,Leonardo Pavoletti,76.0,False,False
2013-06-05,Kenya,Nigeria,Nigeria,Ahmed Musa,80.0,False,False
1970-06-14,Mexico,Italy,Italy,Javier Guzmán,25.0,True,False
2013-06-04,Lebanon,South Korea,South Korea,Kim Chi-Woo,90.0,False,False
2009-03-28,Northern Ireland,Poland,Northern Ireland,Warren Feeney,10.0,False,False
2005-09-04,Zimbabwe,Rwanda,Zimbabwe,Ashley Rambanapasi,78.0,False,False
1994-12-14,Malta,Norway,Norway,Jan Åge Fjørtoft,10.0,False,False
2004-01-27,Nigeria,Morocco,Morocco,Youssouf Hadji,77.0,False,False
1971-11-21,Portugal,Belgium,Portugal,Fernando Peres,90.0,False,True
2021-03-31,Andorra,Hungary,Hungary,László Kleinheisler,58.0,False,False
2001-06-02,Spain,Bosnia and Herzegovina,Spain,Raúl,89.0,False,False
1972-10-07,Luxembourg,Italy,Italy,Gigi Riva,6.0,False,False
2021-06-11,Cambodia,Iran,Iran,Milad Mohammadi,58.0,False,False
1983-04-23,Turkey,Germany,Germany,Wolfgang Dremmler,36.0,False,False
2000-07-08,Zambia,Togo,Zambia,Chaswe Nsofwa,66.0,False,False
1978-06-03,Peru,Scotland,Scotland,Joe Jordan,14.0,False,False
1996-12-16,South Korea,Iran,South Korea,Kim Do-hoon,11.0,False,False
2022-03-30,Solomon Islands,New Zealand,New Zealand,Matthew Garbett,90.0,False,False
2016-03-29,Iran,Oman,Iran,Sardar Azmoun,16.0,False,False
2004-03-31,Malaysia,Kuwait,Kuwait,Bader Al-Mutawa,75.0,False,False
2015-06-14,Guyana,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Tevin Slater,41.0,False,False
1997-04-30,Sweden,Scotland,Sweden,Kennet Andersson,63.0,False,False
1980-07-13,DR Congo,Mozambique,Mozambique,Gil Guiambe,23.0,False,False
2000-04-23,Togo,Guinea-Bissau,Togo,Moustapha Salifou,44.0,False,False
2009-06-06,Belarus,Andorra,Belarus,Sergei Kornilenko,50.0,False,False
1992-06-18,Scotland,Russia,Scotland,Brian McClair,16.0,False,False
1973-06-03,Morocco,Ivory Coast,Ivory Coast,Laurent Pokou,61.0,False,False
1957-04-01,Colombia,Ecuador,Colombia,"Delio ""Maravilla"" Gamboa",58.0,False,False
1972-05-14,Romania,Hungary,Romania,Alexandru Neagu,81.0,False,False
2016-11-12,Liechtenstein,Italy,Italy,Ciro Immobile,12.0,False,False
2002-10-12,Albania,Switzerland,Albania,Edvin Murati,79.0,False,False
2004-10-09,Israel,Switzerland,Switzerland,Alexander Frei,26.0,False,False
2009-10-14,Trinidad and Tobago,Mexico,Mexico,Carlos Salcido,65.0,False,False
2015-09-03,Kuwait,Myanmar,Kuwait,Faisal Zayid,46.0,False,False
2008-06-15,Jamaica,Bahamas,Jamaica,Demar Phillips,23.0,False,False
1997-07-06,Australia,New Zealand,Australia,Ned Zelić,6.0,False,False
2001-06-02,Liechtenstein,Israel,Israel,Avi Nimni,18.0,False,False
2003-10-11,Netherlands,Moldova,Netherlands,Patrick Kluivert,43.0,False,False
2016-06-11,Wales,Slovakia,Wales,Hal Robson-Kanu,81.0,False,False
1968-09-25,Yugoslavia,Finland,Yugoslavia,Dragan Džajić,65.0,False,False
